ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2010-06-24 00:00:00+00:00,35,1,102263,1240.3,1255.0,1237.2,1249.4,1951,GC.c.6
2010-06-25 00:00:00+00:00,35,1,102338,1243.7,1258.2,1242.5,1254.5,1086,GC.c.1
2010-06-25 00:00:00+00:00,35,1,197009,1243.3,1257.0,1243.3,1256.0,152,GC.c.0
2010-06-25 00:00:00+00:00,35,1,104313,1245.4,1259.5,1242.1,1256.6,82288,GC.c.2
2010-06-25 00:00:00+00:00,35,1,102263,1250.7,1263.0,1250.7,1260.5,41,GC.c.6
2010-06-27 00:00:00+00:00,35,1,102338,1254.8,1254.8,1254.8,1254.8,1,GC.c.1
2010-06-27 00:00:00+00:00,35,1,104313,1255.8,1256.7,1254.5,1256.5,955,GC.c.2
2010-06-28 00:00:00+00:00,35,1,102338,1257.7,1263.3,1236.3,1239.4,351,GC.c.1
2010-06-28 00:00:00+00:00,35,1,197009,1256.1,1262.2,1238.0,1239.2,46,GC.c.0
2010-06-28 00:00:00+00:00,35,1,104313,1256.5,1263.7,1235.9,1240.6,140488,GC.c.2
2010-06-28 00:00:00+00:00,35,1,102263,1264.4,1268.4,1243.5,1245.5,733,GC.c.6
2010-06-29 00:00:00+00:00,35,1,102338,1241.2,1245.0,1228.5,1241.8,416,GC.c.0
2010-06-29 00:00:00+00:00,35,1,104313,1240.6,1246.0,1227.6,1241.4,139761,GC.c.1
2010-06-29 00:00:00+00:00,35,1,116332,1246.1,1252.2,1245.4,1249.5,389,GC.c.6
2010-06-30 00:00:00+00:00,35,1,102338,1243.5,1246.2,1236.7,1241.8,73,GC.c.0
2010-06-30 00:00:00+00:00,35,1,104313,1241.4,1248.8,1235.1,1242.3,102603,GC.c.1
2010-06-30 00:00:00+00:00,35,1,116332,1252.0,1254.3,1250.9,1251.9,68,GC.c.6
2010-07-01 00:00:00+00:00,35,1,102338,1241.7,1242.4,1201.4,1202.1,52,GC.c.0
2010-07-01 00:00:00+00:00,35,1,104313,1242.6,1244.8,1196.0,1201.8,239272,GC.c.1
2010-07-01 00:00:00+00:00,35,1,116332,1246.5,1246.5,1206.6,1207.3,981,GC.c.6
2010-07-02 00:00:00+00:00,35,1,102338,1205.8,1211.6,1200.8,1210.0,167,GC.c.0
2010-07-02 00:00:00+00:00,35,1,104313,1201.4,1214.0,1201.1,1211.8,105409,GC.c.1
2010-07-02 00:00:00+00:00,35,1,116332,1221.0,1221.0,1211.6,1218.5,50,GC.c.6
2010-07-04 00:00:00+00:00,35,1,104313,1212.2,1215.0,1211.3,1213.2,627,GC.c.1
2010-07-05 00:00:00+00:00,35,1,102338,1210.7,1210.7,1206.2,1206.7,9,GC.c.0
2010-07-05 00:00:00+00:00,35,1,104313,1213.1,1215.1,1205.6,1210.0,20313,GC.c.1
2010-07-06 00:00:00+00:00,35,1,102338,1207.7,1211.8,1190.0,1193.0,43,GC.c.0
2010-07-06 00:00:00+00:00,35,1,104313,1209.7,1214.3,1189.5,1193.8,116797,GC.c.1
2010-07-06 00:00:00+00:00,35,1,116332,1198.4,1202.8,1198.4,1199.0,29,GC.c.6
2010-07-07 00:00:00+00:00,35,1,102338,1185.8,1198.7,1185.3,1198.7,18,GC.c.0
2010-07-07 00:00:00+00:00,35,1,104313,1193.9,1206.3,1185.0,1205.9,113272,GC.c.1
2010-07-07 00:00:00+00:00,35,1,116332,1204.0,1211.4,1194.7,1211.4,121,GC.c.6
2010-07-08 00:00:00+00:00,35,1,102338,1203.3,1203.3,1189.3,1198.5,97,GC.c.0
2010-07-08 00:00:00+00:00,35,1,116332,1213.4,1213.4,1200.6,1202.6,141,GC.c.6
2010-07-08 00:00:00+00:00,35,1,115287,1200.0,1200.0,1195.3,1195.3,4,GC.c.2
2010-07-08 00:00:00+00:00,35,1,104313,1205.5,1208.2,1187.3,1196.0,113679,GC.c.1
2010-07-09 00:00:00+00:00,35,1,102338,1195.0,1213.0,1195.0,1210.2,18,GC.c.0
2010-07-09 00:00:00+00:00,35,1,104313,1196.0,1214.1,1194.6,1212.4,98226,GC.c.1
2010-07-09 00:00:00+00:00,35,1,116332,1216.3,1217.6,1216.3,1217.3,402,GC.c.6
2010-07-11 00:00:00+00:00,35,1,104313,1212.3,1213.5,1209.0,1212.5,1365,GC.c.1
2010-07-11 00:00:00+00:00,35,1,116332,1217.3,1217.3,1217.3,1217.3,1,GC.c.6
2010-07-12 00:00:00+00:00,35,1,102338,1205.7,1206.2,1204.0,1204.8,45,GC.c.0
2010-07-12 00:00:00+00:00,35,1,116332,1212.9,1212.9,1211.7,1212.5,31,GC.c.6
2010-07-12 00:00:00+00:00,35,1,115287,1210.6,1210.6,1197.7,1198.0,33,GC.c.2
2010-07-12 00:00:00+00:00,35,1,104313,1212.4,1212.7,1196.1,1197.7,89883,GC.c.1
2010-07-13 00:00:00+00:00,35,1,102338,1205.2,1217.4,1205.2,1213.0,53,GC.c.0
2010-07-13 00:00:00+00:00,35,1,116332,1207.2,1225.1,1207.2,1220.8,66,GC.c.6
2010-07-13 00:00:00+00:00,35,1,169060,1237.5,1237.5,1237.5,1237.5,50,GC.c.12
2010-07-13 00:00:00+00:00,35,1,115287,1199.6,1218.2,1199.6,1214.1,41,GC.c.2
2010-07-13 00:00:00+00:00,35,1,104313,1197.3,1218.8,1197.3,1211.4,96839,GC.c.1
2010-07-14 00:00:00+00:00,35,1,102338,1212.0,1216.0,1202.4,1209.2,54,GC.c.0
2010-07-14 00:00:00+00:00,35,1,116332,1221.2,1224.5,1213.4,1213.4,90,GC.c.6
2010-07-14 00:00:00+00:00,35,1,115287,1212.7,1216.9,1204.8,1210.5,82,GC.c.2
2010-07-14 00:00:00+00:00,35,1,104313,1211.3,1218.2,1202.5,1210.2,101920,GC.c.1
2010-07-15 00:00:00+00:00,35,1,102338,1213.2,1213.2,1208.4,1209.6,32,GC.c.0
2010-07-15 00:00:00+00:00,35,1,116332,1219.4,1219.4,1215.0,1216.0,628,GC.c.6
2010-07-15 00:00:00+00:00,35,1,104313,1210.1,1217.3,1203.7,1209.6,95527,GC.c.1
2010-07-15 00:00:00+00:00,35,1,115287,1211.3,1216.9,1204.9,1210.4,123,GC.c.2
2010-07-16 00:00:00+00:00,35,1,102338,1200.9,1201.0,1186.7,1189.8,46,GC.c.0
2010-07-16 00:00:00+00:00,35,1,116332,1216.4,1216.4,1197.0,1197.0,19,GC.c.6
2010-07-16 00:00:00+00:00,35,1,115287,1211.3,1211.3,1187.8,1193.0,339,GC.c.2
2010-07-16 00:00:00+00:00,35,1,104313,1209.8,1210.9,1185.8,1193.0,132346,GC.c.1
2010-07-18 00:00:00+00:00,35,1,104313,1193.7,1193.8,1190.7,1191.9,1297,GC.c.1
2010-07-19 00:00:00+00:00,35,1,102338,1182.2,1182.2,1180.0,1182.2,4,GC.c.0
2010-07-19 00:00:00+00:00,35,1,116332,1197.3,1197.3,1185.9,1189.1,397,GC.c.6
2010-07-19 00:00:00+00:00,35,1,104313,1192.0,1194.7,1176.9,1181.7,110645,GC.c.1
2010-07-19 00:00:00+00:00,35,1,115287,1193.7,1193.7,1179.2,1185.0,181,GC.c.2
2010-07-20 00:00:00+00:00,35,1,102338,1183.2,1191.6,1181.5,1191.6,8,GC.c.0
2010-07-20 00:00:00+00:00,35,1,116332,1186.0,1200.0,1186.0,1198.5,227,GC.c.6
2010-07-20 00:00:00+00:00,35,1,169060,1212.4,1212.4,1212.2,1212.2,160,GC.c.12
2010-07-20 00:00:00+00:00,35,1,115287,1181.0,1193.3,1176.4,1193.0,193,GC.c.2
2010-07-20 00:00:00+00:00,35,1,104313,1181.6,1193.7,1175.1,1192.1,118664,GC.c.1
2010-07-21 00:00:00+00:00,35,1,102338,1190.7,1194.5,1184.1,1184.1,24,GC.c.0
2010-07-21 00:00:00+00:00,35,1,116332,1196.9,1202.3,1194.6,1201.1,869,GC.c.6
2010-07-21 00:00:00+00:00,35,1,169060,1213.3,1213.5,1213.3,1213.5,120,GC.c.12
2010-07-21 00:00:00+00:00,35,1,104313,1192.0,1198.0,1183.0,1185.3,128466,GC.c.1
2010-07-21 00:00:00+00:00,35,1,115287,1192.0,1198.3,1185.0,1186.5,162,GC.c.2
2010-07-22 00:00:00+00:00,35,1,102338,1184.9,1197.1,1184.9,1194.8,79,GC.c.0
2010-07-22 00:00:00+00:00,35,1,116332,1199.3,1199.3,1199.3,1199.3,65,GC.c.6
2010-07-22 00:00:00+00:00,35,1,169060,1214.1,1215.6,1211.1,1215.5,655,GC.c.12
2010-07-22 00:00:00+00:00,35,1,115287,1185.9,1202.0,1183.1,1196.8,395,GC.c.2
2010-07-22 00:00:00+00:00,35,1,104313,1185.2,1201.2,1180.7,1195.6,112718,GC.c.1
2010-07-23 00:00:00+00:00,35,1,102338,1193.7,1198.6,1188.0,1188.0,32,GC.c.0
2010-07-23 00:00:00+00:00,35,1,116332,1201.4,1209.9,1197.8,1197.8,98,GC.c.6
2010-07-23 00:00:00+00:00,35,1,169060,1213.8,1213.8,1213.8,1213.8,10,GC.c.12
2010-07-23 00:00:00+00:00,35,1,115287,1195.4,1204.6,1185.3,1189.0,686,GC.c.2
2010-07-23 00:00:00+00:00,35,1,104313,1195.5,1203.9,1183.4,1188.9,131141,GC.c.1
2010-07-25 00:00:00+00:00,35,1,115287,1189.8,1191.1,1189.0,1189.3,86,GC.c.2
2010-07-25 00:00:00+00:00,35,1,104313,1188.0,1190.8,1187.6,1190.7,2144,GC.c.1
2010-07-26 00:00:00+00:00,35,1,102338,1192.6,1192.6,1182.2,1184.0,37,GC.c.0
2010-07-26 00:00:00+00:00,35,1,116332,1198.0,1200.0,1187.4,1188.3,160,GC.c.6
2010-07-26 00:00:00+00:00,35,1,169060,1206.3,1206.3,1206.3,1206.3,16,GC.c.12
2010-07-26 00:00:00+00:00,35,1,115287,1191.3,1195.2,1179.5,1182.6,1441,GC.c.2
2010-07-26 00:00:00+00:00,35,1,104313,1190.8,1194.8,1178.6,1183.9,168690,GC.c.1
2010-07-27 00:00:00+00:00,35,1,102338,1174.0,1174.2,1162.7,1162.8,29,GC.c.0
2010-07-27 00:00:00+00:00,35,1,116332,1190.1,1191.3,1165.8,1167.0,138,GC.c.6
2010-07-27 00:00:00+00:00,35,1,104313,1183.9,1186.5,1156.9,1162.0,214374,GC.c.1
2010-07-27 00:00:00+00:00,35,1,115287,1186.0,1187.3,1158.0,1162.6,1134,GC.c.2
2010-07-28 00:00:00+00:00,35,1,102338,1159.8,1159.8,1159.8,1159.8,1,GC.c.0
2010-07-28 00:00:00+00:00,35,1,116332,1169.6,1169.6,1163.2,1166.9,91,GC.c.6
2010-07-28 00:00:00+00:00,35,1,169060,1181.7,1181.7,1175.3,1177.6,55,GC.c.12
2010-07-28 00:00:00+00:00,35,1,104313,1162.0,1165.0,1155.6,1163.7,187651,GC.c.1
2010-07-28 00:00:00+00:00,35,1,115287,1163.7,1165.3,1156.4,1163.2,1729,GC.c.2
2010-07-29 00:00:00+00:00,35,1,100686,1184.3,1184.3,1183.9,1183.9,65,GC.c.12
2010-07-29 00:00:00+00:00,35,1,115287,1165.3,1169.0,1160.0,1168.1,547,GC.c.1
2010-07-29 00:00:00+00:00,35,1,145539,1165.0,1170.4,1160.3,1168.1,13122,GC.c.2
2010-07-29 00:00:00+00:00,35,1,104313,1163.7,1169.2,1158.7,1166.2,49755,GC.c.0
2010-07-29 00:00:00+00:00,35,1,197015,1173.6,1175.9,1167.0,1174.4,411,GC.c.6
2010-07-30 00:00:00+00:00,35,1,115287,1167.8,1183.0,1166.0,1180.6,601,GC.c.1
2010-07-30 00:00:00+00:00,35,1,145539,1168.8,1184.2,1166.8,1182.0,6702,GC.c.2
2010-07-30 00:00:00+00:00,35,1,104313,1167.8,1183.2,1165.8,1181.1,5236,GC.c.0
2010-07-30 00:00:00+00:00,35,1,197015,1180.0,1189.3,1177.0,1188.7,97,GC.c.6
2010-08-01 00:00:00+00:00,35,1,104313,1181.8,1182.2,1181.1,1181.1,80,GC.c.0
2010-08-01 00:00:00+00:00,35,1,115287,1180.5,1181.4,1180.5,1181.1,26,GC.c.1
2010-08-01 00:00:00+00:00,35,1,145539,1182.8,1183.1,1181.4,1182.5,58,GC.c.2
2010-08-02 00:00:00+00:00,35,1,100686,1202.7,1202.7,1202.7,1202.7,2,GC.c.12
2010-08-02 00:00:00+00:00,35,1,104313,1181.6,1191.8,1174.7,1183.3,2377,GC.c.0
2010-08-02 00:00:00+00:00,35,1,115287,1181.0,1191.9,1174.8,1182.6,820,GC.c.1
2010-08-02 00:00:00+00:00,35,1,145539,1181.9,1192.6,1175.4,1183.4,7862,GC.c.2
2010-08-02 00:00:00+00:00,35,1,197015,1188.8,1193.1,1180.8,1189.9,257,GC.c.6
2010-08-03 00:00:00+00:00,35,1,104313,1183.8,1190.5,1180.0,1189.8,602,GC.c.0
2010-08-03 00:00:00+00:00,35,1,115287,1183.6,1190.3,1180.8,1189.4,542,GC.c.1
2010-08-03 00:00:00+00:00,35,1,145539,1183.8,1191.6,1180.5,1190.5,3955,GC.c.2
2010-08-03 00:00:00+00:00,35,1,197015,1189.6,1195.6,1189.6,1193.8,14,GC.c.6
2010-08-04 00:00:00+00:00,35,1,100686,1219.5,1219.5,1219.5,1219.5,30,GC.c.12
2010-08-04 00:00:00+00:00,35,1,104313,1189.1,1203.0,1189.1,1194.3,1064,GC.c.0
2010-08-04 00:00:00+00:00,35,1,115287,1189.6,1202.8,1189.4,1196.1,363,GC.c.1
2010-08-04 00:00:00+00:00,35,1,145539,1190.1,1203.9,1189.5,1197.0,7543,GC.c.2
2010-08-04 00:00:00+00:00,35,1,197015,1203.3,1207.2,1200.0,1200.0,140,GC.c.6
2010-08-05 00:00:00+00:00,35,1,100686,1211.9,1211.9,1211.9,1211.9,2,GC.c.12
2010-08-05 00:00:00+00:00,35,1,115287,1196.3,1200.0,1190.1,1195.2,203,GC.c.1
2010-08-05 00:00:00+00:00,35,1,145539,1196.0,1201.3,1190.6,1195.0,4889,GC.c.2
2010-08-05 00:00:00+00:00,35,1,104313,1194.3,1199.3,1190.0,1195.7,214,GC.c.0
2010-08-05 00:00:00+00:00,35,1,197015,1202.9,1205.3,1200.0,1203.5,30,GC.c.6
2010-08-06 00:00:00+00:00,35,1,104313,1195.4,1211.0,1195.3,1205.5,347,GC.c.0
2010-08-06 00:00:00+00:00,35,1,115287,1193.2,1211.6,1193.2,1205.7,305,GC.c.1
2010-08-06 00:00:00+00:00,35,1,145539,1194.2,1212.1,1193.7,1206.3,5917,GC.c.2
2010-08-06 00:00:00+00:00,35,1,197015,1214.3,1214.3,1209.4,1209.4,41,GC.c.6
2010-08-08 00:00:00+00:00,35,1,115287,1205.6,1206.1,1205.5,1206.1,5,GC.c.1
2010-08-08 00:00:00+00:00,35,1,145539,1205.0,1206.9,1205.0,1205.9,82,GC.c.2
2010-08-08 00:00:00+00:00,35,1,104313,1205.8,1206.2,1205.2,1205.9,15,GC.c.0
2010-08-09 00:00:00+00:00,35,1,100686,1225.4,1225.4,1225.4,1225.4,60,GC.c.12
2010-08-09 00:00:00+00:00,35,1,115287,1205.0,1209.8,1199.8,1202.0,207,GC.c.1
2010-08-09 00:00:00+00:00,35,1,145539,1205.7,1210.9,1199.9,1201.3,2840,GC.c.2
2010-08-09 00:00:00+00:00,35,1,104313,1205.0,1209.5,1199.8,1200.6,653,GC.c.0
2010-08-09 00:00:00+00:00,35,1,197015,1213.0,1213.0,1206.6,1207.9,99,GC.c.6
2010-08-10 00:00:00+00:00,35,1,100686,1211.0,1223.5,1211.0,1223.5,90,GC.c.12
2010-08-10 00:00:00+00:00,35,1,104313,1201.6,1206.5,1191.0,1202.9,703,GC.c.0
2010-08-10 00:00:00+00:00,35,1,115287,1200.5,1207.7,1191.5,1204.1,336,GC.c.1
2010-08-10 00:00:00+00:00,35,1,145539,1201.1,1208.5,1191.5,1204.0,5574,GC.c.2
2010-08-10 00:00:00+00:00,35,1,197015,1206.9,1211.7,1198.3,1211.7,249,GC.c.6
2010-08-11 00:00:00+00:00,35,1,100686,1217.1,1217.3,1212.7,1216.1,240,GC.c.12
2010-08-11 00:00:00+00:00,35,1,115287,1204.9,1208.6,1193.0,1201.7,400,GC.c.1
2010-08-11 00:00:00+00:00,35,1,145539,1204.5,1208.9,1193.1,1202.0,5909,GC.c.2
2010-08-11 00:00:00+00:00,35,1,104313,1202.8,1208.0,1193.0,1198.4,351,GC.c.0
2010-08-11 00:00:00+00:00,35,1,197015,1205.0,1211.6,1201.4,1204.9,144,GC.c.6
2010-08-12 00:00:00+00:00,35,1,100686,1232.1,1232.4,1214.7,1214.7,52,GC.c.12
2010-08-12 00:00:00+00:00,35,1,104313,1200.5,1215.5,1199.0,1214.0,303,GC.c.0
2010-08-12 00:00:00+00:00,35,1,115287,1200.2,1215.8,1198.1,1212.7,369,GC.c.1
2010-08-12 00:00:00+00:00,35,1,145539,1201.8,1217.3,1198.5,1213.0,6741,GC.c.2
2010-08-12 00:00:00+00:00,35,1,197015,1207.4,1221.1,1202.5,1219.4,124,GC.c.6
2010-08-13 00:00:00+00:00,35,1,116332,1221.5,1222.2,1217.7,1217.7,52,GC.c.6
2010-08-13 00:00:00+00:00,35,1,169060,1227.5,1227.5,1227.5,1227.5,17,GC.c.12
2010-08-13 00:00:00+00:00,35,1,104313,1215.1,1216.0,1212.5,1214.0,124,GC.c.0
2010-08-13 00:00:00+00:00,35,1,115287,1214.1,1217.6,1211.6,1215.7,193,GC.c.1
2010-08-13 00:00:00+00:00,35,1,145539,1213.0,1218.6,1211.2,1216.0,4193,GC.c.2
2010-08-15 00:00:00+00:00,35,1,145539,1215.4,1216.0,1215.0,1216.0,22,GC.c.2
2010-08-16 00:00:00+00:00,35,1,116332,1227.3,1230.4,1226.7,1230.1,38,GC.c.6
2010-08-16 00:00:00+00:00,35,1,104313,1218.0,1225.4,1218.0,1224.3,252,GC.c.0
2010-08-16 00:00:00+00:00,35,1,115287,1218.1,1227.8,1217.8,1224.3,224,GC.c.1
2010-08-16 00:00:00+00:00,35,1,145539,1216.0,1228.3,1216.0,1225.5,3810,GC.c.2
2010-08-17 00:00:00+00:00,35,1,116332,1231.8,1231.8,1228.0,1230.4,80,GC.c.6
2010-08-17 00:00:00+00:00,35,1,104313,1227.4,1227.4,1223.9,1225.4,84,GC.c.0
2010-08-17 00:00:00+00:00,35,1,115287,1224.6,1229.4,1223.1,1224.9,155,GC.c.1
2010-08-17 00:00:00+00:00,35,1,145539,1224.7,1229.7,1223.2,1225.0,2874,GC.c.2
2010-08-18 00:00:00+00:00,35,1,116332,1224.8,1236.7,1224.4,1233.7,126,GC.c.6
2010-08-18 00:00:00+00:00,35,1,104313,1226.0,1231.6,1218.0,1229.9,135,GC.c.0
2010-08-18 00:00:00+00:00,35,1,115287,1225.8,1232.7,1218.5,1229.5,369,GC.c.1
2010-08-18 00:00:00+00:00,35,1,145539,1225.7,1233.2,1217.7,1230.6,5737,GC.c.2
2010-08-19 00:00:00+00:00,35,1,116332,1233.9,1241.1,1233.9,1236.1,13,GC.c.6
2010-08-19 00:00:00+00:00,35,1,104313,1229.6,1237.6,1228.8,1232.5,47,GC.c.0
2010-08-19 00:00:00+00:00,35,1,115287,1228.9,1237.3,1228.5,1232.0,158,GC.c.1
2010-08-19 00:00:00+00:00,35,1,145539,1229.4,1238.2,1228.7,1233.3,3629,GC.c.2
2010-08-20 00:00:00+00:00,35,1,116332,1236.8,1236.8,1229.0,1231.4,20,GC.c.6
2010-08-20 00:00:00+00:00,35,1,104313,1232.7,1232.8,1223.0,1227.7,85,GC.c.0
2010-08-20 00:00:00+00:00,35,1,115287,1232.0,1232.5,1222.0,1227.8,136,GC.c.1
2010-08-20 00:00:00+00:00,35,1,145539,1232.3,1233.2,1222.4,1228.3,3587,GC.c.2
2010-08-22 00:00:00+00:00,35,1,115287,1228.3,1229.2,1228.3,1229.2,2,GC.c.1
2010-08-22 00:00:00+00:00,35,1,145539,1227.0,1230.0,1227.0,1230.0,29,GC.c.2
2010-08-23 00:00:00+00:00,35,1,116332,1232.8,1232.8,1228.0,1229.7,11,GC.c.6
2010-08-23 00:00:00+00:00,35,1,104313,1228.9,1228.9,1222.9,1226.0,56,GC.c.0
2010-08-23 00:00:00+00:00,35,1,115287,1226.3,1229.8,1222.6,1225.4,153,GC.c.1
2010-08-23 00:00:00+00:00,35,1,145539,1227.5,1232.5,1222.3,1223.8,2218,GC.c.2
2010-08-24 00:00:00+00:00,35,1,116332,1226.0,1238.6,1215.5,1235.6,163,GC.c.6
2010-08-24 00:00:00+00:00,35,1,104313,1223.0,1234.3,1211.5,1230.8,300,GC.c.0
