time,open,high,low,close,Volume
2013-05-08,2096.3999999999983,2120.5999999999985,2091.499999999998,2118.499999999998,158956
2013-05-09,2117.7999999999984,2120.7999999999984,2096.8999999999983,2113.3999999999983,162465
2013-05-10,2102.2999999999984,2105.999999999998,2063.2999999999984,2081.3999999999983,231401
2013-05-13,2092.499999999998,2093.0999999999985,2069.499999999998,2079.0999999999985,151009
2013-05-14,2074.2999999999984,2089.6999999999985,2064.499999999998,2069.2999999999984,173066
2013-05-15,2069.2999999999984,2074.1999999999985,2031.1999999999985,2040.9999999999984,229796
2013-05-16,2037.2999999999984,2041.7999999999984,2012.7999999999984,2031.6999999999985,222528
2013-05-17,2029.9999999999984,2036.0999999999983,1998.3999999999983,2009.4999999999984,229036
2013-05-20,2006.0999999999983,2042.6999999999985,1981.0999999999983,2028.8999999999983,258371
2013-05-21,2037.1999999999985,2044.6999999999985,2002.7999999999984,2022.3999999999983,225016
2013-05-22,2019.2999999999984,2058.0999999999985,1997.8999999999983,2012.1999999999985,328643
2013-05-23,2012.6999999999985,2041.8999999999983,1999.7999999999984,2036.5999999999983,220700
2013-05-24,2034.6999999999985,2041.8999999999983,2025.8999999999983,2031.3999999999983,136510
2013-05-28,2031.0999999999983,2045.7999999999984,2016.8999999999983,2023.6999999999985,295012
2013-05-29,2024.6999999999985,2039.6999999999985,2023.8999999999983,2036.0999999999983,168665
2013-05-30,2037.1999999999985,2061.999999999998,2032.6999999999985,2056.2999999999984,202829
2013-05-31,2057.1999999999985,2065.8999999999983,2028.4999999999984,2037.2999999999984,167854
2013-06-03,2033.0999999999983,2060.7999999999984,2032.5999999999983,2056.1999999999985,141771
2013-06-04,2055.499999999998,2059.0999999999985,2032.3999999999983,2041.4999999999984,117534
2013-06-05,2043.0999999999983,2054.5999999999985,2039.3999999999983,2042.7999999999984,139655
2013-06-06,2046.0999999999983,2067.5999999999985,2035.4999999999984,2060.0999999999985,177144
2013-06-07,2056.999999999998,2061.999999999998,2021.3999999999983,2027.2999999999984,199054
2013-06-10,2027.2999999999984,2032.7999999999984,2019.3999999999983,2030.2999999999984,109059
2013-06-11,2030.1999999999985,2031.4999999999984,2008.7999999999984,2021.2999999999984,146056
2013-06-12,2021.9999999999984,2038.2999999999984,2016.4999999999984,2036.2999999999984,112198
2013-06-13,2031.6999999999985,2038.6999999999985,2017.2999999999984,2022.0999999999983,127783
2013-06-14,2029.0999999999983,2036.0999999999983,2022.0999999999983,2031.8999999999983,100911
2013-06-17,2034.3999999999983,2035.6999999999985,2024.0999999999983,2027.3999999999983,78353
2013-06-18,2028.5999999999983,2029.6999999999985,2004.4999999999984,2011.1999999999985,128779
2013-06-19,2011.5999999999983,2020.2999999999984,1992.5999999999983,2018.2999999999984,136468
2013-06-20,1995.4999999999984,1995.4999999999984,1919.6999999999985,1930.4999999999984,368874
2013-06-21,1921.8999999999983,1945.9999999999984,1912.9999999999984,1936.2999999999984,190154
2013-06-24,1940.5999999999983,1944.9999999999984,1919.3999999999983,1921.3999999999983,160333
2013-06-25,1925.9999999999984,1933.2999999999984,1914.9999999999984,1919.3999999999983,161803
2013-06-26,1921.2999999999984,1921.7999999999984,1865.2999999999984,1874.0999999999983,318396
2013-06-27,1869.7999999999984,1888.4999999999984,1840.3999999999983,1855.8999999999983,261390
2013-06-28,1843.7999999999984,1879.0999999999983,1823.6999999999985,1867.9999999999984,309347
2013-07-01,1877.1999999999985,1905.9999999999984,1868.3999999999983,1899.9999999999984,204048
2013-07-02,1896.9999999999984,1911.2999999999984,1883.0999999999983,1887.6999999999985,169736
2013-07-03,1886.1999999999985,1903.5999999999983,1880.2999999999984,1896.1999999999985,152851
2013-07-05,1896.9999999999984,1901.3999999999983,1851.1999999999985,1856.9999999999984,227043
2013-07-08,1865.3999999999983,1881.6999999999985,1858.6999999999985,1879.1999999999985,140566
2013-07-09,1879.4999999999984,1902.9999999999984,1876.2999999999984,1890.1999999999985,166683
2013-07-10,1893.3999999999983,1909.8999999999983,1886.4999999999984,1891.6999999999985,190149
2013-07-11,1909.9999999999984,1941.4999999999984,1906.3999999999983,1924.1999999999985,207150
2013-07-12,1929.1999999999985,1931.6999999999985,1910.6999999999985,1921.8999999999983,136396
2013-07-15,1928.1999999999985,1937.8999999999983,1916.7999999999984,1927.7999999999984,116682
2013-07-16,1925.8999999999983,1938.9999999999984,1919.8999999999983,1934.6999999999985,127630
2013-07-17,1935.4999999999984,1943.9999999999984,1913.5999999999983,1921.7999999999984,223427
2013-07-18,1918.6999999999985,1932.1999999999985,1917.5999999999983,1928.4999999999984,123913
2013-07-19,1926.6999999999985,1941.3999999999983,1925.6999999999985,1937.1999999999985,134153
2013-07-22,1940.4999999999984,1983.3999999999983,1939.6999999999985,1980.2999999999984,191735
2013-07-23,1978.5999999999983,1992.9999999999984,1969.8999999999983,1978.9999999999984,159441
2013-07-24,1991.7999999999984,1992.9999999999984,1956.9999999999984,1963.7999999999984,182162
2013-07-25,1965.4999999999984,1981.7999999999984,1952.6999999999985,1973.0999999999983,176485
2013-07-26,1977.5999999999983,1984.7999999999984,1956.1999999999985,1965.7999999999984,169765
2013-07-29,1977.8999999999983,1982.3999999999983,1966.8999999999983,1972.6999999999985,134359
2013-07-30,1971.2999999999986,1973.4999999999986,1960.0999999999985,1967.8999999999985,126109
2013-07-31,1969.4999999999986,1982.7999999999986,1948.3999999999985,1956.0999999999985,218787
2013-08-01,1966.4999999999986,1973.7999999999986,1949.6999999999985,1954.2999999999986,157369
2013-08-02,1950.7999999999986,1961.0999999999985,1925.4999999999986,1953.5999999999985,194683
2013-08-05,1955.2999999999986,1963.3999999999985,1939.7999999999986,1945.4999999999986,97862
2013-08-06,1946.3999999999985,1949.4999999999986,1921.1999999999985,1925.5999999999985,145487
2013-08-07,1924.2999999999986,1932.0999999999985,1914.8999999999985,1928.3999999999985,122054
2013-08-08,1928.9999999999986,1956.8999999999985,1925.0999999999985,1952.9999999999986,147834
2013-08-09,1954.4999999999986,1959.5999999999985,1947.1999999999985,1955.2999999999986,96809
2013-08-12,1956.5999999999985,1986.7999999999986,1956.5999999999985,1977.2999999999986,141631
2013-08-13,1979.0999999999985,1984.0999999999985,1960.8999999999985,1963.5999999999985,146208
2013-08-14,1963.3999999999985,1978.8999999999985,1958.1999999999985,1976.4999999999986,120612
2013-08-15,1978.8999999999985,2012.6999999999985,1960.9999999999986,2003.9999999999986,226648
2013-08-16,2008.6999999999985,2022.2999999999986,2000.0999999999985,2014.0999999999985,177729
2013-08-19,2020.1999999999985,2027.1999999999985,2005.0999999999985,2008.7999999999986,123415
2013-08-20,2007.9999999999986,2021.0999999999985,1994.6999999999985,2015.6999999999985,137476
2013-08-21,2014.0999999999985,2021.9999999999986,2002.2999999999986,2013.1999999999985,150235
2013-08-22,2008.6999999999985,2024.4999999999986,1997.5999999999985,2013.8999999999985,147575
2013-08-23,2019.1999999999985,2042.9999999999986,2010.8999999999985,2038.8999999999985,161580
